guid,nyu.libraries.collection,dc.title,dc.identifier,dc.source,dc.language,dc.extent,dc.extent,dc.coverage.temporal,dc.coverage.temporal,dc.accrualPeriodicity,dc.coverage.spatial,dc.coverage.spatial,dc.coverage.spatial,dc.coverage.spatial,dc.coverage.jurisdiction
aggregatedNewspapers3907,AggregatedNewspapers,"Jet",,"Lexis-Nexis","English","Full-text","Full-text",01/01/1992,,,,,,,
aggregatedNewspapers3908,AggregatedNewspapers,"Jet Fuel Intelligence",,"Lexis-Nexis","English","Full-text","Full-text",04/04/2002,,,,,,,
aggregatedNewspapers3909,AggregatedNewspapers,"Jewelers' Circular-Keystone",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",04/01/1995,,,,,,,
aggregatedNewspapers3910,AggregatedNewspapers,"Jewish Bulletin of Northern California",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",11/16/2001,,,,,,,
aggregatedNewspapers3911,AggregatedNewspapers,"Jewsweek",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",02/13/2002,,,,,,,
aggregatedNewspapers3912,AggregatedNewspapers,"jkOnTheRun",,"Lexis-Nexis","English","Full-text","Full-text",01/01/2006,,,,,,,
aggregatedNewspapers3913,AggregatedNewspapers,"Job Creation for Low-Wage Workers: An Assessment of Public Service Jobs, Tax Credits, and Empowerment Zones",,"Lexis-Nexis","English","Full-text","Full-text",12/01/1999,,,,,,,
aggregatedNewspapers3914,AggregatedNewspapers,"Joel Makower: Two Steps Forward",,"Lexis-Nexis","English","Full-text","Full-text",01/01/2006,,,,,,,
aggregatedNewspapers3915,AggregatedNewspapers,"Joint FCC/FTC Policy Statement For the Advertising of Dial-Around And Other Long-Distance Services To Consumers",,"Lexis-Nexis","English","Full-text","Full-text",03/01/2000,,,,,,,
aggregatedNewspapers3916,AggregatedNewspapers,"Journal News (Hamilton, OH)",,"Lexis-Nexis","English","Full-text","Full-text",05/02/2002,,,,,,,
aggregatedNewspapers3917,AggregatedNewspapers,"Journal of Addiction & Mental Health",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",10/01/1998,,,,,,,
aggregatedNewspapers3918,AggregatedNewspapers,"Journal of American College Health",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",03/01/1998,,,,,,,
aggregatedNewspapers3919,AggregatedNewspapers,"Journal of Behavioral Finance",,"Lexis-Nexis","English","Abstract-Summaries-Briefs","Abstract-Summaries-Briefs",03/01/2003,,,,,,,
aggregatedNewspapers3920,AggregatedNewspapers,"Journal of Business Strategy",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",01/01/1980,,,,,,,
aggregatedNewspapers3921,AggregatedNewspapers,"Journal of Canadian Studies",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",01/01/1986,,,,,,,
aggregatedNewspapers3922,AggregatedNewspapers,"Journal of Commerce",,"Lexis-Nexis","English","Full-text","Full-text",08/18/1986,,,,,,,
aggregatedNewspapers3923,AggregatedNewspapers,"Journal of Commerce Abstracts",,"Lexis-Nexis","English","Abstract-Summaries-Briefs","Abstract-Summaries-Briefs",01/01/1971,03/31/1997,,,,,,
aggregatedNewspapers3924,AggregatedNewspapers,"Journal of Commerce Hyundai Independence Day Supp.",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",06/18/1996,06/18/1996,,,,,,
aggregatedNewspapers3925,AggregatedNewspapers,"Journal of Commerce Port of Baltimore Supplement",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",08/07/1996,08/07/1996,,,,,,
aggregatedNewspapers3926,AggregatedNewspapers,"Journal of Commerce Shipping Review & Outlook Supplement",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",01/08/1996,01/06/1997,,,,,,
aggregatedNewspapers3927,AggregatedNewspapers,"Journal of Counterterrorism and Homeland Security International",,"Lexis-Nexis","English","Full-text","Full-text",01/01/1999,,,,,,,
aggregatedNewspapers3928,AggregatedNewspapers,"Journal of Couple & Relationship Therapy",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",01/01/2002,,,,,,,
aggregatedNewspapers3929,AggregatedNewspapers,"Journal of Disability Policy Studies",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",03/01/2002,,,,,,,
aggregatedNewspapers3930,AggregatedNewspapers,"Journal of Eastern Townships Studies",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",09/01/1996,09/01/2003,,,,,,
aggregatedNewspapers3931,AggregatedNewspapers,"Journal of Economics & Management Strategy",,"Lexis-Nexis","English","Full-text","Full-text",01/01/2002,,,,,,,
aggregatedNewspapers3932,AggregatedNewspapers,"Journal of Education for Business",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",03/01/1998,,,,,,,
aggregatedNewspapers3933,AggregatedNewspapers,"Journal of Gender Studies",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",03/01/1992,,,,,,,
aggregatedNewspapers3934,AggregatedNewspapers,"Journal of International Women's Studies",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",11/01/2001,,,,,,,
aggregatedNewspapers3935,AggregatedNewspapers,"Journal of Lesbian Studies",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",01/03/1997,,,,,,,
aggregatedNewspapers3936,AggregatedNewspapers,"Journal of Mass Media Ethics",,"Lexis-Nexis","English","Abstract-Summaries-Briefs","Abstract-Summaries-Briefs",03/01/1999,,,,,,,
aggregatedNewspapers3937,AggregatedNewspapers,"Journal of Media Economics",,"Lexis-Nexis","English","Abstract-Summaries-Briefs","Abstract-Summaries-Briefs",01/01/2000,,,,,,,
aggregatedNewspapers3938,AggregatedNewspapers,"Journal of Men's Studies (The)",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",09/01/2001,,,,,,,
aggregatedNewspapers3939,AggregatedNewspapers,"Journal of Popular Film and Television",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",01/01/1998,,,,,,,
aggregatedNewspapers3940,AggregatedNewspapers,"Journal of Public Relations Research",,"Lexis-Nexis","English","Abstract-Summaries-Briefs","Abstract-Summaries-Briefs",01/01/2004,,,,,,,
aggregatedNewspapers3941,AggregatedNewspapers,"Journal of Research in Childhood Education",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",01/01/2002,,,,,,,
aggregatedNewspapers3942,AggregatedNewspapers,"Journal of Retail Banking Services",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",01/01/1995,,,,,,,
aggregatedNewspapers3943,AggregatedNewspapers,"Journal of Scholarly Publishing",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",04/01/1994,,,,,,,
aggregatedNewspapers3944,AggregatedNewspapers,"Journal of Secondary Gifted Education",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",09/01/2001,,,,,,,
aggregatedNewspapers3945,AggregatedNewspapers,"Journal of Sex Research (The)",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",05/01/2001,,,,,,,
aggregatedNewspapers3946,AggregatedNewspapers,"Journal of Social Psychology",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",04/01/1998,,,,,,,
aggregatedNewspapers3947,AggregatedNewspapers,"Journal of Social Welfare & Family Law",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",01/01/1998,,,,,,,
aggregatedNewspapers3948,AggregatedNewspapers,"Journal of Women's History",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",03/01/1996,,,,,,,
aggregatedNewspapers3949,AggregatedNewspapers,"Journal Record Legislative Report (Oklahoma City, OK)",,"Lexis-Nexis","English","Full-text","Full-text",04/06/2001,,,,,,,
aggregatedNewspapers3950,AggregatedNewspapers,"Journal Star",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",04/09/1999,,,,,,,
aggregatedNewspapers3951,AggregatedNewspapers,"Journal-World",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",06/06/1996,,,,,,,
aggregatedNewspapers3952,AggregatedNewspapers,"Junk Bond Reporter",,"Lexis-Nexis","English","Full-text","Full-text",01/13/1991,12/16/1996,,,,,,
aggregatedNewspapers3953,AggregatedNewspapers,"Juristat: Canadian Centre for Justice Statistics",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",01/01/1998,,,,,,,
aggregatedNewspapers3954,AggregatedNewspapers,"K-12 teacher quality: Issues and legislative action",,"Lexis-Nexis","English","Full-text","Full-text",03/26/2003,,,,,,,
aggregatedNewspapers3955,AggregatedNewspapers,"Ka Leo O Hawaii",,"Lexis-Nexis","English","Full-text","Full-text",09/18/1997,,,,,,,
aggregatedNewspapers3956,AggregatedNewspapers,"Kansas City Daily Record (Kansas City, MO)",,"Lexis-Nexis","English","Full-text","Full-text",03/08/2002,,,,,,,
aggregatedNewspapers3957,AggregatedNewspapers,"Kansas Employment Law Letter",,"Lexis-Nexis","English","Full-text","Full-text",05/01/1994,,,,,,,
aggregatedNewspapers3958,AggregatedNewspapers,"Kansas-Iowa Environmental Compliance Update",,"Lexis-Nexis","English","Full-text","Full-text",01/01/1995,10/01/1998,,,,,,
aggregatedNewspapers3959,AggregatedNewspapers,"Kapital",,"Lexis-Nexis","English","Abstract-Summaries-Briefs","Abstract-Summaries-Briefs",10/23/1998,,,,,,,
aggregatedNewspapers3960,AggregatedNewspapers,"Kauppalehti",,"Lexis-Nexis","English","Abstract-Summaries-Briefs","Abstract-Summaries-Briefs",09/15/1997,,,,,,,
aggregatedNewspapers3961,AggregatedNewspapers,"Kennebec Journal, Augusta, Maine",,"Lexis-Nexis","English","Full-text","Full-text",07/14/2003,,,,,,,
aggregatedNewspapers3962,AggregatedNewspapers,"Kentucky Employment Law Letter",,"Lexis-Nexis","English","Full-text","Full-text",09/01/1993,,,,,,,
aggregatedNewspapers3963,AggregatedNewspapers,"Kentucky Jewish Post & Opinion",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",01/23/2002,,,,,,,
aggregatedNewspapers3964,AggregatedNewspapers,"Kentucky Kernel",,"Lexis-Nexis","English","Full-text","Full-text",09/03/1997,,,,,,,
aggregatedNewspapers3965,AggregatedNewspapers,"Kevin, M.D. - Medical Weblog",,"Lexis-Nexis","English","Full-text","Full-text",01/01/2006,,,,,,,
aggregatedNewspapers3966,AggregatedNewspapers,"Kids TV",,"Lexis-Nexis","English","Full-text","Full-text",02/16/1998,12/18/2000,,,,,,
aggregatedNewspapers3967,AggregatedNewspapers,"Kidscreen",,"Lexis-Nexis","English","Full-text","Full-text",01/01/1996,,,,,,,
aggregatedNewspapers3968,AggregatedNewspapers,"Kiplinger Business Forecast",,"Lexis-Nexis","English","Full-text","Full-text",02/28/2000,08/19/2005,,,,,,
aggregatedNewspapers3969,AggregatedNewspapers,"Kiplinger Publications",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",01/01/1994,,,,,,,
aggregatedNewspapers3970,AggregatedNewspapers,"Kiplinger.com",,"Lexis-Nexis","English","Full-text","Full-text",01/01/2002,,,,,,,
aggregatedNewspapers3971,AggregatedNewspapers,"Kirkus Reviews",,"Lexis-Nexis","English","Full-text","Full-text",04/15/1991,,,,,,,
aggregatedNewspapers3972,AggregatedNewspapers,"Kitchen & Bath Business",,"Lexis-Nexis","English","Full-text","Full-text",07/01/2003,,,,,,,
aggregatedNewspapers3973,AggregatedNewspapers,"Kitchen & Bath Design News",,"Lexis-Nexis","English","Full-text","Full-text",01/01/2004,06/01/2005,,,,,,
aggregatedNewspapers3974,AggregatedNewspapers,"KMWorld",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",01/01/2000,,,,,,,
aggregatedNewspapers3975,AggregatedNewspapers,"Knight Ridder/Tribune Business News",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",01/01/1997,,,,,,,
aggregatedNewspapers3976,AggregatedNewspapers,"Knobias.com",,"Lexis-Nexis","English","Full-text","Full-text",09/01/2003,,,,,,,
aggregatedNewspapers3977,AggregatedNewspapers,"Know The Rules, Use The Tools; Privacy in the Digital Age. A Resource for Internet Users",,"Lexis-Nexis","English","Full-text","Full-text",09/20/2000,,,,,,,
aggregatedNewspapers3978,AggregatedNewspapers,"Knowledge Jolt With Jack",,"Lexis-Nexis","English","Full-text","Full-text",01/01/2006,,,,,,,
aggregatedNewspapers3979,AggregatedNewspapers,"Knox Leader",,"Lexis-Nexis","English","Full-text","Full-text",12/04/2001,,,,,,,
aggregatedNewspapers3980,AggregatedNewspapers,"Knoxville News-Sentinel (Knoxville, TN)",,"Lexis-Nexis","English","Full-text","Full-text",01/01/1994,,,,,,,
aggregatedNewspapers3981,AggregatedNewspapers,"KoreAm Journal",,"Lexis-Nexis","English","Full-text","Full-text",02/01/2003,,,,,,,
aggregatedNewspapers3982,AggregatedNewspapers,"Kosovo final status: Options and cross-border requirements",,"Lexis-Nexis","English","Full-text","Full-text",07/01/2002,,,,,,,
aggregatedNewspapers3983,AggregatedNewspapers,"Kotaku",,"Lexis-Nexis","English","Full-text","Full-text",01/01/2006,,,,,,,
aggregatedNewspapers3984,AggregatedNewspapers,"L' Impresa Ambiente",,"Lexis-Nexis","Italian","Selected Full-text","Selected Full-text",01/31/1992,05/01/1998,,,,,,
aggregatedNewspapers3985,AggregatedNewspapers,"La Cosa Nostra In The United States",,"Lexis-Nexis","English","Full-text","Full-text",01/01/2000,,,,,,,
aggregatedNewspapers3986,AggregatedNewspapers,"La Libre Belgique",,"Lexis-Nexis","English","Abstract-Summaries-Briefs","Abstract-Summaries-Briefs",10/23/1997,,,,,,,
aggregatedNewspapers3987,AggregatedNewspapers,"La Opinion",,"Lexis-Nexis","Spanish","Full-text","Full-text",04/01/2000,,,,,,,
aggregatedNewspapers3988,AggregatedNewspapers,"La Prensa San Diego",,"Lexis-Nexis","English","Full-text","Full-text",04/05/2002,,,,,,,
aggregatedNewspapers3989,AggregatedNewspapers,"La Repubblica",,"Lexis-Nexis","English","Abstract-Summaries-Briefs","Abstract-Summaries-Briefs",09/12/1997,,,,,,,
aggregatedNewspapers3990,AggregatedNewspapers,"La Stampa",,"Lexis-Nexis","Italian","Full-text","Full-text",01/02/1992,,,,,,,
aggregatedNewspapers3991,AggregatedNewspapers,"La Tribune de Genﾏve",,"Lexis-Nexis","French","Full-text","Full-text",01/01/2006,,,,,,,
aggregatedNewspapers3992,AggregatedNewspapers,"La Vanguardia",,"Lexis-Nexis","English","Abstract-Summaries-Briefs","Abstract-Summaries-Briefs",09/12/1997,,,,,,,
aggregatedNewspapers3993,AggregatedNewspapers,"La Vie Francaise",,"Lexis-Nexis","English","Abstract-Summaries-Briefs","Abstract-Summaries-Briefs",09/13/1997,,,,,,,
aggregatedNewspapers3994,AggregatedNewspapers,"LA Weekly",,"Lexis-Nexis","English","Full-text","Full-text",09/13/1996,10/26/2006,,,,,,
aggregatedNewspapers3995,AggregatedNewspapers,"Lab Business Week",,"Lexis-Nexis","English","Full-text","Full-text",01/12/2004,,,,,,,
aggregatedNewspapers3996,AggregatedNewspapers,"Lab Law Weekly",,"Lexis-Nexis","English","Full-text","Full-text",01/12/2004,,,,,,,
aggregatedNewspapers3997,AggregatedNewspapers,"Label & Narrow Web Industry",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",04/01/1999,,,,,,,
aggregatedNewspapers3998,AggregatedNewspapers,"Labour Notes",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",07/02/1996,,,,,,,
aggregatedNewspapers3999,AggregatedNewspapers,"Labour Research",,"Lexis-Nexis","English","Full-text","Full-text",01/01/2000,,,,,,,
aggregatedNewspapers4000,AggregatedNewspapers,"Labour/Le Travail",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",04/01/1992,,,,,,,
aggregatedNewspapers4001,AggregatedNewspapers,"L'AGEFI - L'Agence Economique et Financiere",,"Lexis-Nexis","English","Abstract-Summaries-Briefs","Abstract-Summaries-Briefs",04/27/1998,,,,,,,
aggregatedNewspapers4002,AggregatedNewspapers,"L'Agefi Suisse",,"Lexis-Nexis","English","Abstract-Summaries-Briefs","Abstract-Summaries-Briefs",04/08/1994,,,,,,,
aggregatedNewspapers4003,AggregatedNewspapers,"Lake Macquarie News",,"Lexis-Nexis","English","Full-text","Full-text",04/09/1997,,,,,,,
aggregatedNewspapers4004,AggregatedNewspapers,"Lambda Book Report",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",01/01/1994,,,,,,,
aggregatedNewspapers4005,AggregatedNewspapers,"LAN Product News",,"Lexis-Nexis","English","Full-text","Full-text",11/01/1996,,,,,,,
aggregatedNewspapers4006,AggregatedNewspapers,"Lancaster New Era",,"Lexis-Nexis","English","Full-text","Full-text",01/01/1997,,,,,,,
aggregatedNewspapers4007,AggregatedNewspapers,"Land Letter",,"Lexis-Nexis","English","Full-text","Full-text",11/14/2001,,,,,,,
aggregatedNewspapers4008,AggregatedNewspapers,"Land Mobile Radio News",,"Lexis-Nexis","English","Full-text","Full-text",01/05/1996,10/08/1999,,,,,,
aggregatedNewspapers4009,AggregatedNewspapers,"Large-Scale Data Mining: Pilot Project in Human Genome",,"Lexis-Nexis","English","Full-text","Full-text",03/18/1997,,,,,,,
aggregatedNewspapers4010,AggregatedNewspapers,"Las Cruces Sun -News",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",08/07/2000,,,,,,,
aggregatedNewspapers4011,AggregatedNewspapers,"Las Vegas Review-Journal",,"Lexis-Nexis","English","Full-text","Full-text",09/29/1996,,,,,,,
aggregatedNewspapers4012,AggregatedNewspapers,"Laser Focus World WDM Solutions Supplement",,"Lexis-Nexis","English","Abstract-Summaries-Briefs; Selected Full-text","Abstract-Summaries-Briefs; Selected Full-text",09/01/1999,,,,,,,
aggregatedNewspapers4013,AggregatedNewspapers,"Law & Health Weekly",,"Lexis-Nexis","English","Full-text","Full-text",01/12/2004,,,,,,,
aggregatedNewspapers4014,AggregatedNewspapers,"Law Enforcement Technology",,"Lexis-Nexis","English","Full-text","Full-text",01/01/2004,09/01/2005,,,,,,
aggregatedNewspapers4015,AggregatedNewspapers,"Law Firm Partnership & Benefits",,"Lexis-Nexis","English","Full-text","Full-text",03/01/1996,,,,,,,
aggregatedNewspapers4016,AggregatedNewspapers,"Law Now",,"Lexis-Nexis","English","Indexes","Indexes",07/01/1995,,,,,,,
aggregatedNewspapers4017,AggregatedNewspapers,"Law of Tax-Exempt Organizations",,"Lexis-Nexis","English","Full-text","Full-text",,,,,,,,
aggregatedNewspapers4018,AggregatedNewspapers,"Law Office Management & Administration Report",,"Lexis-Nexis","English","Full-text","Full-text",01/01/1996,,,,,,,
aggregatedNewspapers4019,AggregatedNewspapers,"Law Practice",,"Lexis-Nexis","English","Full-text","Full-text",01/01/1982,,,,,,,
aggregatedNewspapers4020,AggregatedNewspapers,"Lawyer International",,"Lexis-Nexis","English","Selected Full-text","Selected Full-text",01/01/1995,06/01/1996,,,,,,
aggregatedNewspapers4021,AggregatedNewspapers,"Lawyers USA",,"Lexis-Nexis","English","Full-text","Full-text",01/01/2004,,,,,,,
aggregatedNewspapers4022,AggregatedNewspapers,"Lawyers Weekly",,"Lexis-Nexis","English","Full-text","Full-text",01/07/2004,,,,,,,
aggregatedNewspapers4023,AggregatedNewspapers,"Le Matin",,"Lexis-Nexis","French","Full-text","Full-text",01/01/2006,,,,,,,
